,time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3,X2,F7,F8,X1,A2,T6,T4,TRG
0,1.306640625,-4146.2998046875,-4570.85498046875,-9828.900390625,3680.964111328125,7077.64501953125,953.312744140625,9809.1005859375,-6214.42431640625,-14507.7119140625,9817.7998046875,5969.0302734375,4218.77294921875,-3375.581787109375,-6288.61181640625,-9232.810546875,-7038.48095703125,-6.0,-17.700000762939453,4201.2939453125,9825.2998046875,-17.399999618530273,9836.69921875,-9458.0322265625,-7785.0322265625,0.0
0,1.31005859375,-3653.10009765625,-4491.033203125,-4812.4658203125,-6451.8017578125,-6939.1376953125,-6187.83349609375,9809.1005859375,-5225.73193359375,-5302.31103515625,5910.095703125,-2413.190673828125,1194.7738037109375,6183.66748046875,3241.314453125,-1252.399169921875,-2140.265380859375,-6.0,-17.399999618530273,-9091.3193359375,-2621.919189453125,-17.399999618530273,-93.06243896484375,316.3451843261719,1125.88623046875,0.0
0,1.313232421875,56.400001525878906,-363.0997009277344,8549.595703125,-9819.900390625,-9823.80078125,-5339.81103515625,9622.8994140625,1754.6822509765625,5965.099609375,-9327.6142578125,-9814.5,-6091.21533203125,5396.61181640625,7651.529296875,8259.4208984375,5694.05517578125,-5.400000095367432,-17.100000381469727,-9816.6005859375,-9825.6005859375,-17.399999618530273,-9837.0,9806.7001953125,9349.5283203125,0.0
0,1.316650390625,2735.10009765625,3389.130615234375,8740.06640625,-738.4104614257812,-2456.849365234375,2852.438720703125,9809.1005859375,5324.51171875,2209.296142578125,-9818.1005859375,-4161.45849609375,-4574.11376953125,-4403.79345703125,-276.78167724609375,4373.05810546875,4211.13134765625,-4.800000190734863,-17.399999618530273,-807.0654296875,-5107.40478515625,-17.399999618530273,-8121.94921875,5054.9384765625,2621.77490234375,0.0
0,1.320068359375,222.60000610351562,902.0476684570312,-5068.62646484375,9819.599609375,9823.5,6794.3779296875,9023.8818359375,-126.01863098144531,-11120.1240234375,3546.0576171875,9107.6455078125,3923.156005859375,-8997.7529296875,-8925.984375,-7025.0029296875,-4547.31298828125,-6.0,-17.700000762939453,9816.2998046875,9632.7939453125,-17.700000762939453,7332.11962890625,-8719.095703125,-8347.9755859375,0.0
0,1.3232421875,-3786.0,-4163.943359375,-9828.900390625,3973.451416015625,7094.1337890625,1117.09765625,9809.1005859375,-5833.37548828125,-14065.8525390625,9817.7998046875,6217.9267578125,4647.64306640625,-2640.11669921875,-5881.38623046875,-9284.3564453125,-6710.11083984375,-5.699999809265137,-17.100000381469727,3613.819580078125,9825.2998046875,-17.100000381469727,9836.69921875,-9505.3203125,-7672.083984375,0.0
0,1.32666015625,-1511.699951171875,-2154.591552734375,-2201.964111328125,-4177.83251953125,-5296.54150390625,-6016.84912109375,-2823.256103515625,-3413.877685546875,-1767.43701171875,5956.53759765625,-598.7300415039062,2383.54541015625,7956.94287109375,5503.248046875,1499.3426513671875,-454.8514709472656,-5.699999809265137,-17.700000762939453,-9213.248046875,-2316.068603515625,-17.100000381469727,-8.105438232421875,1722.6895751953125,3261.414794921875,0.0
0,1.330078125,3630.0,3518.466064453125,9828.599609375,-7255.841796875,-9823.80078125,-4850.255859375,-9809.400390625,4797.9873046875,11414.697265625,-9306.0419921875,-8694.3154296875,-3713.972900390625,8768.5947265625,9825.8994140625,9819.900390625,8558.357421875,-5.699999809265137,-17.399999618530273,-9816.6005859375,-9825.6005859375,-17.399999618530273,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.333251953125,5625.60009765625,6493.783203125,9589.5361328125,2730.380615234375,332.4766540527344,3207.606201171875,-9522.9130859375,7758.97607421875,6922.46142578125,-9818.1005859375,-1411.3135986328125,-2622.139892578125,-749.2628173828125,3255.70849609375,7578.5283203125,6560.796875,-5.699999809265137,-17.100000381469727,209.1060333251953,-4713.9970703125,-17.100000381469727,-8083.82373046875,6559.44873046875,5653.998046875,0.0
0,1.336669921875,2858.39990234375,3626.7958984375,-2326.14501953125,9819.599609375,9823.5,7354.7265625,-9798.3232421875,2108.19287109375,-6996.1044921875,3691.675048828125,9814.2001953125,5985.2734375,-5892.720703125,-6258.025390625,-4247.1884765625,-2326.5322265625,-5.699999809265137,-17.100000381469727,9816.2998046875,9763.830078125,-17.399999618530273,7393.66064453125,-8217.193359375,-6116.2763671875,0.0
0,1.340087890625,-1131.0,-1350.6708984375,-9828.900390625,6563.28173828125,8567.34375,1815.1339111328125,-9809.400390625,-3498.8876953125,-9647.259765625,9817.7998046875,8348.974609375,7046.1943359375,548.5995483398438,-2876.67041015625,-6063.00244140625,-4353.53515625,-6.0,-17.700000762939453,4673.130859375,9825.2998046875,-17.399999618530273,9836.69921875,-8594.5927734375,-4864.85888671875,0.0
0,1.34326171875,-1228.800048828125,-1960.73828125,-1754.13232421875,-3901.5283203125,-4520.0634765625,-5626.28466796875,-9594.1611328125,-3025.0458984375,-1178.291259765625,6119.23388671875,350.7317810058594,3618.8349609375,9066.439453125,5976.7451171875,1720.8126220703125,-35.450775146484375,-6.0,-17.399999618530273,-9199.4677734375,-1761.3394775390625,-17.399999618530273,207.13897705078125,2389.7978515625,3954.982177734375,0.0
0,1.3466796875,2222.10009765625,1767.4853515625,9212.494140625,-8705.3916015625,-9823.80078125,-4811.859375,-9809.400390625,3612.6337890625,9794.5458984375,-9238.3271484375,-9360.1357421875,-3620.93603515625,8158.505859375,9681.6611328125,9819.900390625,7586.1650390625,-5.699999809265137,-17.700000762939453,-9816.6005859375,-9825.6005859375,-17.399999618530273,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.35009765625,4535.39990234375,5125.70703125,9421.5625,1328.4794921875,-411.92327880859375,3267.0009765625,-9527.703125,6919.05126953125,5817.8134765625,-9818.1005859375,-2054.970947265625,-2358.935546875,-1590.9085693359375,2144.383544921875,6637.2060546875,5834.65673828125,-6.0,-17.100000381469727,-1579.0802001953125,-4639.93359375,-17.399999618530273,-7984.15673828125,6304.158203125,5311.55859375,0.0
0,1.353271484375,1757.699951171875,2272.22412109375,-3690.336669921875,9819.599609375,9823.5,7111.74853515625,-9809.400390625,1216.1845703125,-8100.7529296875,3948.453369140625,9814.2001953125,5886.53466796875,-6663.57958984375,-7147.1455078125,-5456.73193359375,-3106.44921875,-5.699999809265137,-18.0,9816.2998046875,9735.9443359375,-17.399999618530273,7515.84228515625,-8363.8427734375,-6631.8828125,0.0
0,1.356689453125,-2110.199951171875,-2507.488525390625,-9828.900390625,5613.89697265625,8210.5830078125,1644.7493896484375,-9521.416015625,-4324.44482421875,-10751.908203125,9817.7998046875,8016.5126953125,6639.23291015625,-209.9615478515625,-3754.9951171875,-7095.72998046875,-5079.375,-5.699999809265137,-17.100000381469727,3287.8779296875,9825.2998046875,-17.700000762939453,9836.69921875,-8805.888671875,-5414.3203125,0.0
0,1.35986328125,-1956.0,-2815.373046875,-2954.2490234375,-4713.95947265625,-5141.5458984375,-5757.6728515625,-9809.400390625,-3654.540283203125,-1767.43701171875,6235.1884765625,-385.1759948730469,3268.896484375,8780.591796875,5446.27197265625,917.9465942382812,-506.22503662109375,-6.0,-17.100000381469727,-9645.5400390625,-1899.2720947265625,-17.399999618530273,490.52911376953125,2045.0203857421875,3582.283447265625,0.0
0,1.36328125,1427.699951171875,868.4384765625,8898.7412109375,-9447.9970703125,-9823.80078125,-4965.74560546875,-9809.400390625,2932.552490234375,9131.7578125,-9205.6669921875,-9771.96875,-4099.92578125,7837.8642578125,9541.322265625,9730.892578125,6994.017578125,-6.0,-17.700000762939453,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.36669921875,3694.199951171875,4196.05224609375,8765.5625,435.7341003417969,-1272.94482421875,3184.508544921875,-6542.19482421875,6154.85791015625,4639.52197265625,-9818.1005859375,-3013.7177734375,-2813.315673828125,-2378.864501953125,1148.8089599609375,5576.90771484375,5230.49169921875,-5.400000095367432,-17.700000762939453,-2870.564697265625,-4674.11669921875,-17.100000381469727,-7873.6826171875,5821.1103515625,4669.2216796875,0.0
0,1.369873046875,-2079.89990234375,-1875.8150634765625,-7189.60302734375,7176.12646484375,9823.5,6489.60595703125,9809.1005859375,-2066.585693359375,-13550.3505859375,4070.400634765625,7576.525390625,3461.872802734375,-9828.6005859375,-9826.2001953125,-8636.7294921875,-6149.20703125,-5.699999809265137,-17.700000762939453,9816.2998046875,9696.6630859375,-17.399999618530273,7626.0166015625,-9123.431640625,-9190.4423828125,0.0
0,1.373291015625,-5358.0,-6036.7578125,-9828.900390625,2349.78759765625,6752.962890625,968.9112548828125,9039.7470703125,-7194.4365234375,-15465.0732421875,9817.7998046875,5733.01220703125,4696.5625,-3763.410888671875,-6883.5576171875,-9605.9228515625,-7741.78857421875,-5.699999809265137,-17.700000762939453,1237.560302734375,9825.2998046875,-17.399999618530273,9836.69921875,-9422.41796875,-7682.5703125,0.0
0,1.376708984375,-5090.39990234375,-6167.59326171875,-6676.380859375,-8049.39306640625,-7565.11767578125,-6428.41162109375,9809.1005859375,-6470.0537109375,-6701.53173828125,6350.24462890625,-2965.495849609375,1270.40380859375,5638.0673828125,2219.6513671875,-2802.089599609375,-3060.78369140625,-6.300000190734863,-17.399999618530273,-9816.6005859375,-2453.1015625,-17.700000762939453,686.2604370117188,-168.19866943359375,756.4828491210938,0.0
0,1.3798828125,-997.2000122070312,-1707.7689208984375,7747.8173828125,-9819.900390625,-9823.80078125,-5428.90283203125,9445.080078125,808.4948120117188,4713.1650390625,-9155.6298828125,-9814.5,-5427.05224609375,5245.1396484375,7031.39453125,7357.65771484375,4985.94091796875,-5.400000095367432,-17.100000381469727,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9458.2822265625,0.0
0,1.38330078125,1911.5999755859375,2244.91650390625,7728.92041015625,-1770.8065185546875,-2906.84716796875,2704.552490234375,9809.1005859375,4507.93505859375,1031.0048828125,-9818.1005859375,-4380.4033203125,-4309.708984375,-4370.19970703125,-728.388671875,3543.819091796875,3672.159423828125,-5.400000095367432,-17.700000762939453,-3348.6923828125,-5025.2451171875,-17.399999618530273,-7799.83349609375,5013.03857421875,2975.299560546875,0.0
0,1.38671875,-661.7999877929688,-313.2860412597656,-6252.5458984375,9035.3388671875,9823.5,6452.708984375,9682.1728515625,-1024.91162109375,-12298.416015625,4120.13818359375,8174.95654296875,3337.323486328125,-9291.0986328125,-9381.1904296875,-7853.642578125,-5272.5517578125,-6.0,-17.700000762939453,9816.2998046875,9641.490234375,-17.700000762939453,7698.365234375,-8903.4560546875,-8610.7216796875,0.0
0,1.389892578125,-4195.2001953125,-4716.69482421875,-9828.900390625,3728.013671875,7029.97705078125,989.3094482421875,9809.1005859375,-6262.0185546875,-14654.9990234375,9817.7998046875,5895.64892578125,4217.2724609375,-2702.80517578125,-5964.15087890625,-9201.3427734375,-7018.65283203125,-5.699999809265137,-17.700000762939453,2187.52490234375,9825.2998046875,-17.399999618530273,9836.69921875,-9338.6181640625,-7440.1962890625,0.0
0,1.393310546875,-3708.300048828125,-4584.65869140625,-5209.0048828125,-6509.93896484375,-6992.2021484375,-6238.228515625,9809.1005859375,-5343.369140625,-5523.24072265625,6237.88525390625,-2670.773193359375,1049.81640625,6664.17919921875,3671.630615234375,-1237.71435546875,-2162.4970703125,-5.699999809265137,-17.399999618530273,-9816.6005859375,-2497.77978515625,-17.399999618530273,793.1321411132812,572.8331909179688,1594.1566162109375,0.0
0,1.396728515625,-104.69999694824219,-679.0864868164062,8354.9248046875,-9819.900390625,-9823.80078125,-5440.90185546875,9630.3828125,1550.83740234375,5670.52734375,-9220.6484375,-9814.5,-6018.28662109375,5919.7158203125,8002.37939453125,8282.4970703125,5568.4755859375,-5.699999809265137,-17.700000762939453,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9598.494140625,0.0
0,1.39990234375,2780.699951171875,3316.5107421875,8615.28515625,-794.15087890625,-2418.475341796875,2838.34033203125,9809.1005859375,5295.17724609375,1988.3665771484375,-9818.1005859375,-4351.3505859375,-4297.7041015625,-3739.715087890625,141.83937072753906,4548.07568359375,4253.4921875,-5.699999809265137,-17.700000762939453,-3313.641845703125,-5012.0517578125,-17.100000381469727,-7793.228515625,5270.12548828125,3341.107666015625,0.0
0,1.4033203125,146.39999389648438,738.8028564453125,-5322.087890625,9819.599609375,9823.5,6578.3974609375,9030.7666015625,-232.58070373535156,-11414.697265625,3965.831787109375,8597.5712890625,3572.61669921875,-8666.0126953125,-8776.6494140625,-7011.51708984375,-4607.0986328125,-5.400000095367432,-17.700000762939453,9816.2998046875,9655.8828125,-17.700000762939453,7692.96142578125,-8718.7958984375,-8182.2978515625,0.0
0,1.40673828125,-3667.800048828125,-4043.31005859375,-9828.900390625,4157.45458984375,7126.51171875,1148.894775390625,9809.1005859375,-5748.9638671875,-14286.7822265625,9817.7998046875,6185.279296875,4596.02294921875,-2177.30126953125,-5614.2001953125,-9091.65625,-6586.93408203125,-5.699999809265137,-17.700000762939453,2548.517333984375,9825.2998046875,-17.700000762939453,9836.69921875,-9424.5126953125,-7469.85595703125,0.0
0,1.409912109375,-1671.0,-2190.901611328125,-2242.15771484375,-4140.97216796875,-5517.193359375,-6251.1279296875,-2680.760986328125,-3548.277587890625,-1914.723388671875,6221.40625,-505.28143310546875,2035.1070556640625,8150.4072265625,5546.7294921875,1542.797607421875,-534.1651000976562,-5.699999809265137,-17.700000762939453,-9351.953125,-2353.250244140625,-17.399999618530273,790.4303588867188,1707.725341796875,3333.0185546875,0.0
0,1.413330078125,3513.0,3433.54296875,9828.599609375,-7280.71484375,-9823.80078125,-5044.0380859375,-9809.400390625,4644.7294921875,11193.767578125,-9212.55859375,-8320.8193359375,-3834.920654296875,8939.263671875,9825.8994140625,9819.900390625,8439.6875,-5.699999809265137,-17.399999618530273,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.416748046875,5664.0,6471.57666015625,9635.7294921875,2765.44287109375,294.1023864746094,3132.9130859375,-9505.849609375,7723.05615234375,6848.81787109375,-9818.1005859375,-1225.6143798828125,-2618.838623046875,-347.936279296875,3441.029296875,7703.7978515625,6657.53515625,-5.699999809265137,-17.100000381469727,-934.0869140625,-4749.6796875,-17.100000381469727,-7794.72998046875,6642.94921875,5890.97900390625,0.0
0,1.419921875,2774.10009765625,3592.286376953125,-2319.5458984375,9819.599609375,9823.5,7027.45654296875,-9809.400390625,2051.91845703125,-7069.748046875,4027.853759765625,9814.2001953125,5216.36865234375,-5772.74267578125,-6243.03173828125,-4298.7353515625,-2384.815673828125,-5.099999904632568,-17.399999618530273,9816.2998046875,9729.947265625,-17.700000762939453,7693.8623046875,-8219.587890625,-6269.07080078125,0.0
0,1.42333984375,-1004.0999755859375,-1064.09228515625,-9828.900390625,6663.375,8495.6923828125,1676.846435546875,-9809.400390625,-3427.9462890625,-9794.5458984375,9817.7998046875,8150.09619140625,6273.087890625,708.7702026367188,-2720.737060546875,-5998.869140625,-4363.14892578125,-5.699999809265137,-17.399999618530273,4333.408203125,9825.2998046875,-17.399999618530273,9836.69921875,-8599.6806640625,-4996.08203125,0.0
0,1.4267578125,-1173.9000244140625,-1709.2694091796875,-1517.768310546875,-3829.90478515625,-4808.76953125,-5811.36767578125,-9600.1484375,-3026.54248046875,-1251.9344482421875,6232.49169921875,-127.29377746582031,2454.9736328125,9135.126953125,6065.50732421875,1772.95849609375,-22.231842041015625,-6.300000190734863,-17.100000381469727,-8898.3916015625,-2158.9453125,-17.399999618530273,788.9293212890625,2219.803466796875,3545.732421875,0.0
0,1.429931640625,2263.5,2044.46142578125,9274.5849609375,-8692.2060546875,-9823.80078125,-4988.84326171875,-9809.400390625,3649.7509765625,9794.5458984375,-9215.2548828125,-9565.6025390625,-4671.65234375,8090.41845703125,9695.755859375,9819.900390625,7592.474609375,-5.699999809265137,-17.100000381469727,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.433349609375,4662.2998046875,5356.1708984375,9487.8515625,1397.4058837890625,-567.2188720703125,3140.1123046875,-9528.3017578125,6916.65673828125,5891.45654296875,-9818.1005859375,-2260.138427734375,-3247.287841796875,-1678.49267578125,2171.671875,6738.80029296875,5819.93603515625,-5.400000095367432,-17.399999618530273,44.63724899291992,-4872.61962890625,-17.100000381469727,-7824.75,6164.990234375,4925.6767578125,0.0
0,1.4365234375,1963.199951171875,2712.44482421875,-3225.707763671875,9819.599609375,9823.5,7169.6435546875,-9809.400390625,1348.1898193359375,-7879.8232421875,3805.23291015625,9814.2001953125,5123.93212890625,-6770.9599609375,-7088.67041015625,-5212.1865234375,-2963.744873046875,-5.699999809265137,-17.700000762939453,9816.2998046875,9685.2685546875,-17.399999618530273,7651.833984375,-8373.7197265625,-6943.763671875,0.0
0,1.43994140625,-2010.0,-2231.712890625,-9828.900390625,5693.91162109375,8105.654296875,1578.155517578125,-9510.041015625,-4324.74365234375,-10678.2646484375,9817.7998046875,7999.4404296875,5945.9580078125,-479.6121826171875,-3819.167724609375,-7038.189453125,-5120.83447265625,-6.0,-17.700000762939453,6562.27490234375,9825.2998046875,-17.700000762939453,9836.69921875,-9010.30078125,-5845.43994140625,0.0
0,1.443359375,-1976.4000244140625,-2518.29150390625,-2382.536376953125,-4784.68359375,-5253.67041015625,-5885.4609375,-9809.400390625,-3745.23779296875,-1841.0802001953125,6044.9267578125,38.337890625,2541.40771484375,8425.1572265625,5180.28564453125,917.0474853515625,-626.0967407226562,-6.0,-18.0,-6389.41796875,-2196.127197265625,-17.399999618530273,724.0858154296875,1587.113037109375,2968.40869140625,0.0
0,1.446533203125,1492.800048828125,1194.9281005859375,8993.2275390625,-9478.265625,-9823.80078125,-4996.642578125,-9809.400390625,2959.19287109375,9058.1142578125,-9288.6630859375,-9313.7109375,-4604.12548828125,7685.79248046875,9414.1767578125,9735.6875,6932.12890625,-5.400000095367432,-17.399999618530273,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.449951171875,3764.699951171875,4470.32763671875,9017.5244140625,232.5513458251953,-1192.8985595703125,3083.11767578125,-6740.3701171875,6130.61181640625,4713.1650390625,-9818.1005859375,-2195.742919921875,-3305.210693359375,-2786.48974609375,758.9755859375,5590.3935546875,5103.40966796875,-5.400000095367432,-17.100000381469727,2292.9765625,-4836.93701171875,-17.100000381469727,-7834.05615234375,5537.3876953125,3960.674560546875,0.0
0,1.453369140625,-1840.199951171875,-1447.597412109375,-6791.5634765625,7119.4873046875,9823.5,6507.6044921875,9809.1005859375,-1936.37646484375,-13623.9931640625,3628.154541015625,8130.32861328125,3135.043212890625,-9828.6005859375,-9826.2001953125,-8598.0693359375,-6237.5341796875,-6.0,-17.399999618530273,9816.2998046875,9649.2861328125,-18.0,7633.82177734375,-9216.2099609375,-9270.435546875,0.0
0,1.45654296875,-5123.7001953125,-5619.64306640625,-9828.900390625,2296.4443359375,6621.3515625,915.816162109375,9053.5185546875,-7032.49853515625,-15391.4306640625,9817.7998046875,6001.37744140625,4094.523681640625,-4246.92236328125,-7085.07177734375,-9604.7236328125,-7796.46630859375,-5.699999809265137,-17.399999618530273,5227.65087890625,9825.2998046875,-17.399999618530273,9836.69921875,-9520.2841796875,-8303.3359375,0.0
0,1.4599609375,-4817.10009765625,-5752.57958984375,-6125.96484375,-7997.548828125,-7662.55224609375,-6550.2001953125,9809.1005859375,-6317.095703125,-6554.2451171875,6036.8369140625,-2910.385009765625,411.7633056640625,5096.96630859375,2040.927734375,-2794.89697265625,-3197.179443359375,-6.300000190734863,-17.100000381469727,-8629.66796875,-2861.802001953125,-17.399999618530273,618.4149169921875,-624.3103637695312,-157.58811950683594,0.0
0,1.46337890625,-703.5,-1208.73193359375,8192.9501953125,-9819.900390625,-9823.80078125,-5472.9990234375,9437.89453125,1064.4234619140625,4934.09521484375,-9270.9853515625,-9814.5,-6385.63232421875,4796.12158203125,6876.36083984375,7416.0966796875,4892.8076171875,-5.699999809265137,-17.399999618530273,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,8677.5322265625,0.0
0,1.466552734375,2133.89990234375,2611.317138671875,8272.7373046875,-1784.591796875,-3063.6416015625,2592.062744140625,9809.1005859375,4624.67431640625,1178.291259765625,-9818.1005859375,-4373.21484375,-5158.1455078125,-4860.31005859375,-899.615478515625,3609.750732421875,3508.124755859375,-5.400000095367432,-17.399999618530273,215.99635314941406,-5261.52978515625,-17.700000762939453,-7878.486328125,4596.13330078125,1975.244140625,0.0
0,1.469970703125,-402.29998779296875,198.35446166992188,-5733.3251953125,9083.88671875,9823.5,6507.00439453125,9676.484375,-746.533203125,-12151.12890625,3828.603515625,8763.203125,3071.41796875,-9623.7373046875,-9414.775390625,-7729.57177734375,-5198.9462890625,-5.699999809265137,-17.399999618530273,9816.2998046875,9590.2158203125,-17.100000381469727,7579.4853515625,-9013.2939453125,-8970.5380859375,0.0
0,1.473388671875,-4026.89990234375,-4344.89306640625,-9828.900390625,3509.84716796875,7027.27880859375,905.317138671875,9809.1005859375,-6150.068359375,-14360.42578125,9817.7998046875,6391.64501953125,4070.51416015625,-3071.4375,-6215.7431640625,-9258.583984375,-7121.09912109375,-5.699999809265137,-18.0,5602.72412109375,9825.2998046875,-17.399999618530273,9836.69921875,-9513.7001953125,-7975.2763671875,0.0
0,1.4765625,-3629.699951171875,-4338.59130859375,-4733.27783203125,-6799.7294921875,-6966.419921875,-6470.70751953125,9809.1005859375,-5332.29443359375,-5375.9541015625,6135.41357421875,-1786.3060302734375,792.9144287109375,6197.1650390625,3202.631103515625,-1363.583740234375,-2454.515625,-6.0,-17.700000762939453,-8133.56591796875,-2657.302001953125,-17.399999618530273,468.314208984375,-7.482147216796875,669.5996704101562,0.0
0,1.47998046875,174.60000610351562,-171.94720458984375,8595.48828125,-9819.900390625,-9823.80078125,-5472.69921875,9625.294921875,1675.65869140625,5891.45654296875,-9245.2177734375,-9814.5,-6087.6142578125,5613.47216796875,7700.70849609375,8261.5185546875,5476.84423828125,-5.699999809265137,-17.399999618530273,-9816.6005859375,-9825.6005859375,-17.399999618530273,-9837.0,9806.7001953125,9097.267578125,0.0
0,1.4833984375,2973.60009765625,3649.602294921875,8824.953125,-874.4649658203125,-2331.833251953125,2654.456787109375,9809.1005859375,5327.5048828125,2209.296142578125,-9818.1005859375,-3414.168701171875,-4539.30029296875,-4098.74951171875,-157.7325897216797,4505.22021484375,4109.88671875,-5.699999809265137,-17.399999618530273,730.0736694335938,-5134.3916015625,-17.399999618530273,-7928.01953125,4941.80859375,2523.20751953125,0.0
0,1.486572265625,400.79998779296875,1148.415283203125,-4896.453125,9819.599609375,9823.5,6579.29736328125,9024.48046875,-72.43826293945312,-11267.41015625,3868.75341796875,9734.8291015625,3653.3486328125,-8872.375,-8880.404296875,-6996.2333984375,-4568.94384765625,-5.400000095367432,-17.399999618530273,9816.2998046875,9614.5029296875,-17.700000762939453,7530.8525390625,-8816.064453125,-8512.154296875,0.0
0,1.489990234375,-3659.39990234375,-3870.7626953125,-9828.900390625,3998.025146484375,7145.69921875,952.7127685546875,9809.1005859375,-5783.6865234375,-14139.49609375,9817.7998046875,6999.36083984375,4314.81103515625,-2606.522705078125,-5957.5537109375,-9238.2041015625,-6737.75048828125,-5.699999809265137,-17.700000762939453,6785.7607421875,9825.2998046875,-17.700000762939453,9836.69921875,-9624.1357421875,-7917.75390625,0.0
0,1.493408203125,-1474.199951171875,-1907.023681640625,-1896.310546875,-4163.4482421875,-5338.81298828125,-6246.62841796875,-2803.198974609375,-3475.5400390625,-1767.43701171875,6181.85546875,45.5262451171875,1706.476806640625,8062.8232421875,5364.70703125,1524.2169189453125,-589.4442138671875,-6.300000190734863,-17.700000762939453,-6069.4677734375,-2516.970458984375,-17.100000381469727,361.1423034667969,1275.2572021484375,2714.64990234375,0.0
0,1.49658203125,3524.39990234375,3545.773681640625,9828.599609375,-7447.3369140625,-9823.80078125,-5254.619140625,-9809.400390625,4544.75244140625,11414.697265625,-9222.4462890625,-8440.326171875,-4565.41064453125,8695.70703125,9825.8994140625,9819.900390625,8272.0478515625,-5.400000095367432,-17.700000762939453,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.5,5764.7998046875,6716.744140625,9690.62109375,2718.693115234375,278.5129089355469,3095.116455078125,-9520.21875,7774.2421875,6922.46142578125,-9818.1005859375,-1186.97705078125,-3071.117919921875,-674.5764770507812,3207.72900390625,7641.16357421875,6558.3935546875,-5.400000095367432,-17.399999618530273,2489.800048828125,-4860.92529296875,-17.399999618530273,-7974.8505859375,6411.0029296875,5293.28271484375,0.0
0,1.50341796875,3095.39990234375,3936.480712890625,-1968.599609375,9819.599609375,9823.5,7208.6396484375,-9800.71875,2188.713134765625,-6996.1044921875,3924.183837890625,9814.2001953125,5215.16845703125,-5906.5185546875,-6210.64501953125,-4214.22265625,-2317.519287109375,-5.400000095367432,-17.700000762939453,9816.2998046875,9702.060546875,-17.399999618530273,7480.71923828125,-8343.1923828125,-6687.0087890625,0.0
0,1.506591796875,-830.0999755859375,-873.8399047851562,-9696.6201171875,6685.5517578125,8469.9091796875,1829.83251953125,-9809.400390625,-3282.171630859375,-9720.9033203125,9817.7998046875,8300.453125,6168.04638671875,490.1102600097656,-2822.993408203125,-5942.52783203125,-4282.03271484375,-5.699999809265137,-17.399999618530273,7463.408203125,9825.2998046875,-17.399999618530273,9836.69921875,-8707.125,-5456.86279296875,0.0
0,1.510009765625,-1034.4000244140625,-1577.233154296875,-1234.611572265625,-3774.464111328125,-4799.17578125,-5761.2724609375,-9596.5556640625,-2971.7646484375,-957.3616943359375,6143.80322265625,-19.1689453125,2241.5888671875,8952.16015625,5924.267578125,1754.677490234375,-66.99595642089844,-5.699999809265137,-17.399999618530273,-6342.68359375,-2317.56787109375,-17.700000762939453,274.6842956542969,1968.4033203125,3107.122314453125,0.0
0,1.513427734375,2373.0,2169.895751953125,9318.078125,-8637.9638671875,-9823.80078125,-4885.052734375,-9809.400390625,3724.88330078125,9868.1904296875,-9247.615234375,-9539.5458984375,-4972.67236328125,7981.837890625,9662.7705078125,9819.900390625,7553.71875,-5.699999809265137,-17.700000762939453,-9816.6005859375,-9825.6005859375,-17.100000381469727,-9837.0,9806.7001953125,9816.900390625,0.0
0,1.5166015625,4823.10009765625,5588.73486328125,9597.03515625,1550.242431640625,-673.947265625,3304.797607421875,-9528.3017578125,7039.0830078125,5891.45654296875,-9818.1005859375,-2458.716796875,-3573.817138671875,-1900.7518310546875,2067.916259765625,6790.64697265625,5869.80712890625,-5.699999809265137,-17.700000762939453,1238.758544921875,-4959.876953125,-18.0,-8007.57275390625,6106.62939453125,4516.42724609375,0.0
0,1.52001953125,2170.199951171875,2904.197265625,-2967.7470703125,9819.599609375,9823.5,7360.72607421875,-9809.400390625,1655.0047607421875,-8027.109375,3780.364013671875,9814.2001953125,4856.2255859375,-6947.927734375,-7159.43994140625,-5160.939453125,-2982.0712890625,-5.400000095367432,-17.399999618530273,9816.2998046875,9654.68359375,-17.399999618530273,7439.8916015625,-8359.6533203125,-7292.1953125,0.0
0,1.523193359375,-1924.199951171875,-2043.8612060546875,-9828.900390625,5776.9228515625,8035.20166015625,1672.346923828125,-9515.1298828125,-4137.06298828125,-10751.908203125,9817.7998046875,7575.02783203125,5381.1337890625,-803.2529296875,-3980.798583984375,-7096.32958984375,-5146.37109375,-6.300000190734863,-17.700000762939453,6205.1767578125,9825.2998046875,-17.700000762939453,9836.69921875,-9032.4482421875,-6314.9091796875,0.0
