0.4374699592590332,[-1, 64, 7]
0.4687199592590332,[-1, 64, 7]
0.49997997283935547,[-1, 65, 7]
0.5312299728393555,[-1, 64, 7]
0.5624799728393555,[-1, 64, 7]
0.5937299728393555,[-1, 64, 7]
0.6249799728393555,[-1, 64, 7]
0.6562299728393555,[-1, 64, 7]
0.6874799728393555,[-1, 64, 7]
0.7187399864196777,[-1, 65, 7]
0.7499899864196777,[-1, 64, 7]
0.7812399864196777,[-1, 64, 7]
0.8124899864196777,[-1, 64, 7]
0.8437399864196777,[-1, 65, 7]
0.8749899864196777,[-1, 65, 7]
0.9062399864196777,[-1, 65, 7]
0.9375,[-1, 64, 7]
0.96875,[-1, 65, 7]
1.0,[-1, 64, 7]
1.03125,[-1, 64, 7]
1.0625,[-1, 65, 7]
1.09375,[-1, 64, 7]
1.125,[-1, 64, 7]
1.1562600135803223,[-1, 64, 7]
1.1875100135803223,[-1, 65, 7]
1.2187600135803223,[-1, 64, 7]
1.2500100135803223,[-1, 64, 7]
1.2812600135803223,[-1, 65, 7]
1.3125100135803223,[-1, 65, 7]
1.3437600135803223,[-1, 64, 7]
1.3750200271606445,[-1, 64, 7]
1.4062700271606445,[-1, 64, 7]
1.4375200271606445,[-1, 65, 7]
1.4687700271606445,[-1, 64, 7]
1.5000200271606445,[-1, 64, 7]
1.5312700271606445,[-1, 64, 7]
1.5625200271606445,[-1, 64, 7]
1.5937800407409668,[-1, 64, 7]
1.6250300407409668,[-1, 64, 7]
1.6562800407409668,[-1, 64, 7]
1.6875300407409668,[-1, 65, 7]
1.7187800407409668,[-1, 64, 7]
1.7500300407409668,[-1, 64, 7]
1.7812800407409668,[-1, 65, 7]
1.812540054321289,[-1, 64, 7]
1.843790054321289,[-1, 64, 7]
1.875040054321289,[-1, 65, 8]
1.906290054321289,[-1, 65, 7]
1.937540054321289,[-1, 64, 7]
1.968790054321289,[-1, 65, 7]
2.000040054321289,[-1, 64, 7]
2.0312998294830322,[-1, 65, 7]
2.0625498294830322,[-1, 65, 7]
2.0937998294830322,[-1, 64, 7]
2.1250498294830322,[-1, 65, 7]
2.1562998294830322,[-1, 65, 7]
2.1875498294830322,[-1, 65, 7]
2.2187998294830322,[-1, 65, 7]
2.2500598430633545,[-1, 64, 7]
2.2813098430633545,[-1, 64, 7]
2.3125598430633545,[-1, 64, 7]
2.3438098430633545,[-1, 64, 7]
2.3750598430633545,[-1, 64, 7]
2.4063098430633545,[-1, 64, 7]
2.4375698566436768,[-1, 64, 7]
2.4688198566436768,[-1, 64, 7]
2.5000698566436768,[-1, 65, 7]
2.5313198566436768,[-1, 64, 7]
2.5625698566436768,[-1, 65, 7]
2.5938198566436768,[-1, 64, 7]
2.6250698566436768,[-1, 65, 7]
2.656329870223999,[-1, 64, 7]
2.687579870223999,[-1, 64, 7]
2.718829870223999,[-1, 64, 7]
2.750079870223999,[-1, 65, 7]
2.781329870223999,[-1, 64, 8]
2.812579870223999,[-1, 65, 7]
2.843829870223999,[-1, 64, 7]
2.8750898838043213,[-1, 65, 7]
2.9063398838043213,[-1, 64, 7]
2.9375898838043213,[-1, 65, 7]
2.9688398838043213,[-2, 65, 7]
3.0000898838043213,[-1, 64, 7]
3.0313398838043213,[-1, 65, 7]
3.0625898838043213,[-1, 65, 7]
3.0938498973846436,[-1, 64, 7]
3.1250998973846436,[-1, 64, 7]
3.1563498973846436,[-1, 64, 7]
3.1875998973846436,[-1, 64, 7]
3.2188498973846436,[-1, 65, 7]
3.2500998973846436,[-1, 64, 7]
3.2813498973846436,[-1, 64, 7]
3.312609910964966,[-1, 64, 7]
3.343859910964966,[-1, 65, 7]
3.375109910964966,[-1, 65, 7]
3.406359910964966,[-1, 64, 7]
3.437609910964966,[-1, 65, 7]
3.468859910964966,[-1, 65, 7]
3.500109910964966,[-1, 65, 7]
3.531369924545288,[-1, 64, 7]
3.562619924545288,[-1, 64, 7]
3.593869924545288,[-1, 65, 7]
3.625119924545288,[-1, 64, 7]
3.656369924545288,[-1, 64, 7]
3.687619924545288,[-1, 65, 7]
